Label,Text,Standard text,Desc
Knowledge,Continuous testing,Continuous testing,Continuous testing
Knowledge,Automation of development and release processes,Automation of development and release processes,Automation of development and release processes
Knowledge,Automation code testing and review,Automation code testing and review,Automation code testing and review
Knowledge,Software development and engineering,Software development and engineering,Software development and engineering
Knowledge,Recovery management,Recovery management,Recovery management
Knowledge,"Maintenance, troubleshooting, and performance management","Maintenance, troubleshooting, and performance management","Maintenance, troubleshooting, and performance management"
Knowledge,Routine application maintenance,Routine application maintenance,Routine application maintenance
Knowledge,Maintenance requirements and procedures,Maintenance requirements and procedures,Maintenance requirements and procedures
Other,Performance enhancement recommendations,Performance enhancement recommendations,Performance enhancement recommendations
Knowledge,Infrastructure as code environments,Infrastructure as code environments,Infrastructure as code environments
Knowledge,Automated server and network configurations,Automated server and network configurations,Automated server and network configurations
Knowledge,Large-scale software deployments,Large-scale software deployments,Large-scale software deployments
Knowledge,Monitoring and testing,Monitoring and testing,Monitoring and testing
Knowledge,Linux and Windows systems administration,Linux and Windows systems administration,Linux and Windows systems administration
Knowledge,Provisioning and managing infrastructure,Provisioning and managing infrastructure,Provisioning and managing infrastructure
Knowledge,"Cloud environments (AWS, Azure, GCP)","Cloud environments (AWS, Azure, GCP)","Cloud environments (AWS, Azure, GCP)"
Other,Automation for user experience improvement,Automation for user experience improvement,Automation for user experience improvement
Knowledge,"Scripting (Bash, PowerShell,","Scripting (Bash, PowerShell,","Scripting (Bash, PowerShell,"
Knowledge,Front-end languages,Front-end languages,Front-end languages
Other,Libraries,Libraries,Libraries
Knowledge,Cloud-based application development,Cloud-based application development,Cloud-based application development
Knowledge,Public cloud platforms,Public cloud platforms,Public cloud platforms
Knowledge,Advanced programming constructs,Advanced programming constructs,Advanced programming constructs
Knowledge,Multi-threaded programming,Multi-threaded programming,Multi-threaded programming
Knowledge,Event-driven architecture,Event-driven architecture,Event-driven architecture
Knowledge,Microservice architecture,Microservice architecture,Microservice architecture
Knowledge,Kafka Stream,Kafka Stream,Kafka Stream
Knowledge,NoSQL DB,NoSQL DB,NoSQL DB
Knowledge,Elastic Search,Elastic Search,Elastic Search
Knowledge,Specflow,Specflow,Specflow
Knowledge,Protobuf,Protobuf,Protobuf
Knowledge,NuGet packaging,NuGet packaging,NuGet packaging
Knowledge,Authorization mechanisms,Authorization mechanisms,Authorization mechanisms
Knowledge,OpenID,OpenID,OpenID
Knowledge,UI platform solutions,UI platform solutions,UI platform solutions
Knowledge,Vue.Js,Vue.Js,Vue.Js
Knowledge,MFE (Micro Front-Ends),MFE (Micro Front-Ends),MFE (Micro Front-Ends)
Knowledge,Container-related technologies,Container-related technologies,Container-related technologies
Knowledge,DevOps design patterns,DevOps design patterns,DevOps design patterns
Skill,Software programming skills,Software programming skills,Software programming skills
Skill,Application development skills,Application development skills,Application development skills
Knowledge,Software architecture design skills,Software architecture design skills,Software architecture design skills
Skill,Algorithm development skills,Algorithm development skills,Algorithm development skills
Skill,Accuracy improvement skills,Accuracy improvement skills,Accuracy improvement skills
Knowledge,Run-time optimization skills,Run-time optimization skills,Run-time optimization skills
Knowledge,Infrastructure development skills,Infrastructure development skills,Infrastructure development skills
Skill,Feature selection skills,Feature selection skills,Feature selection skills
Skill,Feedback system development skills,Feedback system development skills,Feedback system development skills
Knowledge,Software development life cycle understanding,Software development life cycle understanding,Software development life cycle understanding
Knowledge,Embedded systems understanding,Embedded systems understanding,Embedded systems understanding
Knowledge,C programming knowledge,C programming knowledge,C programming knowledge
Knowledge,C++ programming knowledge,C++ programming knowledge,C++ programming knowledge
Knowledge,Python programming knowledge,Python programming knowledge,Python programming knowledge
Skill,Log file analysis skills,Log file analysis skills,Log file analysis skills
Knowledge,Oscilloscope skills,Oscilloscope skills,Oscilloscope skills
Ability,Decision-making ability,Decision-making ability,Decision-making ability
Skill,Individual work skills,Individual work skills,Individual work skills
Other,Willingness to travel,Willingness to travel,Willingness to travel
Ability,Tactfulness,Tactfulness,Tactfulness
Knowledge,Systems expertise,Systems expertise,Systems expertise
Knowledge,Interconnectivity knowledge,Interconnectivity knowledge,Interconnectivity knowledge
Ability,SensePlanAct chain of effects understanding,SensePlanAct chain of effects understanding,SensePlanAct chain of effects understanding
Knowledge,Version control systems (e.g,Version control systems (e.g,Version control systems (e.g
Knowledge,Web development frameworks (e.g,Web development frameworks (e.g,Web development frameworks (e.g
Knowledge,Cloud computing platforms (e.g,Cloud computing platforms (e.g,Cloud computing platforms (e.g
Knowledge,Orchestration tools (e.g,Orchestration tools (e.g,Orchestration tools (e.g
Knowledge,Scalable systems,Scalable systems,Scalable systems
Other,"Bachelor's degree in Computer Science, Software Engineering, or related field","Bachelor's degree in Computer Science, Software Engineering, or related field","Bachelor's degree in Computer Science, Software Engineering, or related field"
Other,Master's degree in Computer Science or related field,Master's degree in Computer Science or related field,Master's degree in Computer Science or related field
Knowledge,Experience in software development,Experience in software development,Experience in software development
Knowledge,Familiarity with agile development methodologies,Familiarity with agile development methodologies,Familiarity with agile development methodologies
Knowledge,Knowledge of cloud computing platforms,Knowledge of cloud computing platforms,Knowledge of cloud computing platforms
Skill,Previous experience in developing and maintaining scalable and distributed systems,Previous experience in developing and maintaining scalable and distributed systems,Previous experience in developing and maintaining scalable and distributed systems
Knowledge,Understanding of software architecture and design principles,Understanding of software architecture and design principles,Understanding of software architecture and design principles
Knowledge,Proficiency in one or more programming languages,Proficiency in one or more programming languages,Proficiency in one or more programming languages
Knowledge,Experience with version,Experience with version,Experience with version
Knowledge,Agile/Scrum methodology,Agile/Scrum methodology,Agile/Scrum methodology
Knowledge,API and integration design principles,API and integration design principles,API and integration design principles
Knowledge,API proxies,API proxies,API proxies
Knowledge,API layer requirements,API layer requirements,API layer requirements
Knowledge,Custom analytics,Custom analytics,Custom analytics
Other,Throttling,Throttling,Throttling
Knowledge,Caching,Caching,Caching
Knowledge,Google Cloud (,Google Cloud (,Google Cloud (
Other,Modularity,Modularity,Modularity
Knowledge,Financial regulations,Financial regulations,Financial regulations
Knowledge,Mobile payments,Mobile payments,Mobile payments
Knowledge,Point-of-sale systems,Point-of-sale systems,Point-of-sale systems
Other,Online payments,Online payments,Online payments
Knowledge,Fraud prevention,Fraud prevention,Fraud prevention
Knowledge,Payment gateways,Payment gateways,Payment gateways
Other,Payment methods,Payment methods,Payment methods
Other,Multi-currency support,Multi-currency support,Multi-currency support
Knowledge,Payment reconciliation,Payment reconciliation,Payment reconciliation
Knowledge,Reporting and analytics,Reporting and analytics,Reporting and analytics
Ability,Integration capabilities,Integration capabilities,Integration capabilities
Knowledge,Risk assessment.,Risk assessment.,Risk assessment.
Knowledge,Front end development,Front end development,Front end development
Knowledge,Oracle technologies,Oracle technologies,Oracle technologies
Knowledge,PostgreSQL technologies,PostgreSQL technologies,PostgreSQL technologies
Knowledge,SQL Server technologies,SQL Server technologies,SQL Server technologies
Knowledge,Front end frameworks,Front end frameworks,Front end frameworks
Knowledge,SQL technologies,SQL technologies,SQL technologies
Knowledge,Migration of applications,Migration of applications,Migration of applications
Knowledge,Desktop-based application development,Desktop-based application development,Desktop-based application development
Knowledge,Software implementation,Software implementation,Software implementation
Other,Reliable solutions,Reliable solutions,Reliable solutions
Knowledge,Salesforce customization,Salesforce customization,Salesforce customization
Knowledge,Declarative development,Declarative development,Declarative development
Knowledge,Salesforce Experience Cloud,Salesforce Experience Cloud,Salesforce Experience Cloud
Knowledge,Tableau CRM,Tableau CRM,Tableau CRM
Knowledge,Pardot,Pardot,Pardot
Knowledge,CPQ,CPQ,CPQ
Knowledge,Sales Cloud,Sales Cloud,Sales Cloud
Knowledge,Service Cloud,Service Cloud,Service Cloud
Knowledge,APEX,APEX,APEX
Knowledge,VisualForce,VisualForce,VisualForce
Knowledge,SOQL,SOQL,SOQL
Knowledge,SOSL,SOSL,SOSL
Knowledge,Lighting Flows,Lighting Flows,Lighting Flows
Knowledge,Oracle RAC,Oracle RAC,Oracle RAC
Knowledge,MaraDB,MaraDB,MaraDB
Knowledge,DB2,DB2,DB2
Knowledge,Database products,Database products,Database products
Knowledge,API Service development,API Service development,API Service development
Knowledge,SOAP web services,SOAP web services,SOAP web services
Knowledge,REST web services,REST web services,REST web services
Knowledge,Docusign,Docusign,Docusign
Knowledge,Conga CLM,Conga CLM,Conga CLM
Skill,Effective Execution,Effective Execution,Effective Execution
Ability,Hard-working,Hard-working,Hard-working
Other,Fun-loving,Fun-loving,Fun-loving
Knowledge,ASP.net,ASP.net,ASP.net
Knowledge,Client-facing applications,Client-facing applications,Client-facing applications
Knowledge,Technical instructions,Technical instructions,Technical instructions
Other,End-user oriented,End-user oriented,End-user oriented
Skill,Intellectual skills,Intellectual skills,Intellectual skills
Knowledge,Understanding and interpreting programming design documents and specifications,Understanding and interpreting programming design documents and specifications,Understanding and interpreting programming design documents and specifications
Skill,Working with a variety of individuals,Working with a variety of individuals,Working with a variety of individuals
Ability,Passion for excellence,Passion for excellence,Passion for excellence
Other,Single point of accountability,Single point of accountability,Single point of accountability
Knowledge,Global business,Global business,Global business
Knowledge,SOA-based solution,SOA-based solution,SOA-based solution
Other,"Local, regional, and global scale.","Local, regional, and global scale.","Local, regional, and global scale."
Knowledge,Cognitive technology,Cognitive technology,Cognitive technology
Skill,Agile teamwork,Agile teamwork,Agile teamwork
Ability,Passion for work,Passion for work,Passion for work
Knowledge,.Net frameworks,.Net frameworks,.Net frameworks
Knowledge,ASP.NET,ASP.NET,ASP.NET
Knowledge,Web API,Web API,Web API
Other,Plurality.,Plurality.,Plurality.
Knowledge,Collaborative open source development,Collaborative open source development,Collaborative open source development
Knowledge,Zope,Zope,Zope
Knowledge,Package building,Package building,Package building
Knowledge,Translations,Translations,Translations
Knowledge,API-first development,API-first development,API-first development
Other,Global travel,Global travel,Global travel
Ability,Enterprising,Enterprising,Enterprising
Knowledge,Data modelling,Data modelling,Data modelling
Knowledge,Ubuntu,Ubuntu,Ubuntu
Knowledge,Software packaging,Software packaging,Software packaging
Knowledge,Debian/Ubuntu packages,Debian/Ubuntu packages,Debian/Ubuntu packages
Knowledge,Cross-platform development,Cross-platform development,Cross-platform development
Other,"Bachelor's degree in Computer Science, Electrical Engineering, Computer Engineering, Software Engineering or related technical field","Bachelor's degree in Computer Science, Electrical Engineering, Computer Engineering, Software Engineering or related technical field","Bachelor's degree in Computer Science, Electrical Engineering, Computer Engineering, Software Engineering or related technical field"
Other,5+ years of progressive software development experience,5+ years of progressive software development experience,5+ years of progressive software development experience
Knowledge,Source control systems,Source control systems,Source control systems
Knowledge,Redhat,Redhat,Redhat
Other,Master's degree in related field,Master's degree in related field,Master's degree in related field
Knowledge,Digital Grid Management software,Digital Grid Management software,Digital Grid Management software
Knowledge,Real-time control,Real-time control,Real-time control
Knowledge,Energy networks,Energy networks,Energy networks
Other,Creed,Creed,Creed
Ability,Passion for driving change,Passion for driving change,Passion for driving change
Ability,Solution-driven mindset,Solution-driven mindset,Solution-driven mindset
Other,Ownership of code and ideas,Ownership of code and ideas,Ownership of code and ideas
Ability,Strong engineering abilities,Strong engineering abilities,Strong engineering abilities
Knowledge,Experience with payments development,Experience with payments development,Experience with payments development
Knowledge,Familiarity with financial integrity processes,Familiarity with financial integrity processes,Familiarity with financial integrity processes
Knowledge,Integration with 3rd party providers,Integration with 3rd party providers,Integration with 3rd party providers
Knowledge,Knowledge of Java frameworks (e.g,Knowledge of Java frameworks (e.g,Knowledge of Java frameworks (e.g
Knowledge,Solid software engineering fundamentals,Solid software engineering fundamentals,Solid software engineering fundamentals
Knowledge,Continuous Integration and Continuous Deployment,Continuous Integration and Continuous Deployment,Continuous Integration and Continuous Deployment
Knowledge,Knowledge of Decentralized Finance Protocols (DeFi),Knowledge of Decentralized Finance Protocols (DeFi),Knowledge of Decentralized Finance Protocols (DeFi)
Knowledge,Familiarity with layer 2 solutions (e.g,Familiarity with layer 2 solutions (e.g,Familiarity with layer 2 solutions (e.g
Knowledge,Understanding of NFTs,Understanding of NFTs,Understanding of NFTs
Other,Passion for Bitso's mission,Passion for Bitso's mission,Passion for Bitso's mission
Knowledge,Azure Cloud Services,Azure Cloud Services,Azure Cloud Services
Knowledge,SQL Servers,SQL Servers,SQL Servers
Knowledge,Pipeline DevOps,Pipeline DevOps,Pipeline DevOps
Other,Home Office support,Home Office support,Home Office support
Other,Life Coaching,Life Coaching,Life Coaching
Ability,Talks,Talks,Talks
Other,Economic growth,Economic growth,Economic growth
Other,Talent Booster,Talent Booster,Talent Booster
Other,"Monterrey, Nuevo Leon","Monterrey, Nuevo Leon","Monterrey, Nuevo Leon"
Knowledge,Salesforce configuration,Salesforce configuration,Salesforce configuration
Knowledge,Apex development,Apex development,Apex development
Other,Geographically dispersed development,Geographically dispersed development,Geographically dispersed development
Skill,Story development,Story development,Story development
Skill,Estimating,Estimating,Estimating
Knowledge,Leading scrums,Leading scrums,Leading scrums
Knowledge,Microsoft Office suite,Microsoft Office suite,Microsoft Office suite
Knowledge,G-Suite,G-Suite,G-Suite
Ability,Curious,Curious,Curious
Knowledge,Fluent English proficiency (written and verbal),Fluent English proficiency (written and verbal),Fluent English proficiency (written and verbal)
Ability,Coding aptitude,Coding aptitude,Coding aptitude
Knowledge,C# proficiency,C# proficiency,C# proficiency
Knowledge,ASP.NET proficiency,ASP.NET proficiency,ASP.NET proficiency
Knowledge,AJAX proficiency,AJAX proficiency,AJAX proficiency
Knowledge,Master Pages proficiency,Master Pages proficiency,Master Pages proficiency
Knowledge,Custom Server Controls proficiency,Custom Server Controls proficiency,Custom Server Controls proficiency
Other,User Controls proficiency,User Controls proficiency,User Controls proficiency
Knowledge,SQL data structure expertise,SQL data structure expertise,SQL data structure expertise
Knowledge,Table expertise,Table expertise,Table expertise
Knowledge,Index expertise,Index expertise,Index expertise
Knowledge,Query writing expertise,Query writing expertise,Query writing expertise
Knowledge,JavaScript familiarity,JavaScript familiarity,JavaScript familiarity
Knowledge,JS framework familiarity,JS framework familiarity,JS framework familiarity
Knowledge,Microsoft Web Services experience,Microsoft Web Services experience,Microsoft Web Services experience
Knowledge,Telecom business familiarity,Telecom business familiarity,Telecom business familiarity
Other,Salary expectation communication,Salary expectation communication,Salary expectation communication
Knowledge,Hiring process knowledge,Hiring process knowledge,Hiring process knowledge
Knowledge,AI application development,AI application development,AI application development
Skill,Team-oriented solutions,Team-oriented solutions,Team-oriented solutions
Knowledge,Sciences,Sciences,Sciences
Knowledge,Scalable web applications,Scalable web applications,Scalable web applications
Other,Benefits.,Benefits.,Benefits.
Other,Global scale,Global scale,Global scale
Knowledge,Cloud infrastructure management,Cloud infrastructure management,Cloud infrastructure management
Knowledge,Proficiency in Java programming language,Proficiency in Java programming language,Proficiency in Java programming language
Knowledge,Experience in software design and implementation,Experience in software design and implementation,Experience in software design and implementation
Knowledge,Knowledge of real-time data integration and replication,Knowledge of real-time data integration and replication,Knowledge of real-time data integration and replication
Knowledge,Familiarity with heterogeneous IT environments,Familiarity with heterogeneous IT environments,Familiarity with heterogeneous IT environments
Knowledge,Understanding of big data systems,Understanding of big data systems,Understanding of big data systems
Skill,Ability to develop high-quality software solutions,Ability to develop high-quality software solutions,Ability to develop high-quality software solutions
Knowledge,Knowledge of transactional data,Knowledge of transactional data,Knowledge of transactional data
Skill,Ability to meet client needs,Ability to meet client needs,Ability to meet client needs
Knowledge,Familiarity with software maintenance and updates.,Familiarity with software maintenance and updates.,Familiarity with software maintenance and updates.
Knowledge,Open source RDBMS,Open source RDBMS,Open source RDBMS
Other,Capital One entities,Capital One entities,Capital One entities
Other,"Federal, state, and local laws.","Federal, state, and local laws.","Federal, state, and local laws."
Knowledge,GIT version control,GIT version control,GIT version control
Ability,Self-discipline,Self-discipline,Self-discipline
Other,Tech-driven industry experience,Tech-driven industry experience,Tech-driven industry experience
Other,O'reilly subscription,O'reilly subscription,O'reilly subscription
Other,Ventures for Good,Ventures for Good,Ventures for Good
Other,Emerging markets.,Emerging markets.,Emerging markets.
Skill,Designing and developing high-quality software solutions,Designing and developing high-quality software solutions,Designing and developing high-quality software solutions
Knowledge,Knowledge of best practices and modern cloud technologies,Knowledge of best practices and modern cloud technologies,Knowledge of best practices and modern cloud technologies
Knowledge,Experience with CI/CD pipelines and automation,Experience with CI/CD pipelines and automation,Experience with CI/CD pipelines and automation
Knowledge,Understanding of product requirements and ability to implement them,Understanding of product requirements and ability to implement them,Understanding of product requirements and ability to implement them
Knowledge,API design and development experience,API design and development experience,API design and development experience
Knowledge,Knowledge of serverless computing services,Knowledge of serverless computing services,Knowledge of serverless computing services
Knowledge,Experience with relational and non-relational databases,Experience with relational and non-relational databases,Experience with relational and non-relational databases
Knowledge,Containerization and Docker experience,Containerization and Docker experience,Containerization and Docker experience
Knowledge,Event-driven architecture design experience,Event-driven architecture design experience,Event-driven architecture design experience
Knowledge,Proficiency in programming languages such as Python and JavaScript,Proficiency in programming languages such as Python and JavaScript,Proficiency in programming languages such as Python and JavaScript
Knowledge,Knowledge of OOP and functional programming principles,Knowledge of OOP and functional programming principles,Knowledge of OOP and functional programming principles
Knowledge,Scripting and UNIX systems knowledge,Scripting and UNIX systems knowledge,Scripting and UNIX systems knowledge
Knowledge,Experience with CI/CD tools and GitFlow,Experience with CI/CD tools and GitFlow,Experience with CI/CD tools and GitFlow
Skill,Ability to design and implement scalable software solutions,Ability to design and implement scalable software solutions,Ability to design and implement scalable software solutions
Skill,Excellent communication and teamwork skills,Excellent communication and teamwork skills,Excellent communication and teamwork skills
Knowledge,Experience with Microservices and Enterprise-level architectures,Experience with Microservices and Enterprise-level architectures,Experience with Microservices and Enterprise-level architectures
Knowledge,Knowledge of Design Systems at scale,Knowledge of Design Systems at scale,Knowledge of Design Systems at scale
Knowledge,Experience with third-party integrations and event streaming,Experience with third-party integrations and event streaming,Experience with third-party integrations and event streaming
Other,Certification in Cloud Platforms,Certification in Cloud Platforms,Certification in Cloud Platforms
Knowledge,Understanding of modern Front-end Frameworks/Libraries,Understanding of modern Front-end Frameworks/Libraries,Understanding of modern Front-end Frameworks/Libraries
Knowledge,Observability tools and implementation experience.,Observability tools and implementation experience.,Observability tools and implementation experience.
Knowledge,Experience in mobile application development,Experience in mobile application development,Experience in mobile application development
Knowledge,Experience in game development,Experience in game development,Experience in game development
Knowledge,"Proficiency in coding languages: Python, JavaScript, HTML, Django, C++","Proficiency in coding languages: Python, JavaScript, HTML, Django, C++","Proficiency in coding languages: Python, JavaScript, HTML, Django, C++"
Knowledge,"Proficiency in frameworks and systems: AngularJS, Git, Git Hub, Docker, PostgreSQL, Sentry, Celery, Radis, AWS S3, pytest, Typescript, React, Mobx, Stripe, Caddy","Proficiency in frameworks and systems: AngularJS, Git, Git Hub, Docker, PostgreSQL, Sentry, Celery, Radis, AWS S3, pytest, Typescript, React, Mobx, Stripe, Caddy","Proficiency in frameworks and systems: AngularJS, Git, Git Hub, Docker, PostgreSQL, Sentry, Celery, Radis, AWS S3, pytest, Typescript, React, Mobx, Stripe, Caddy"
Knowledge,Knowledge of software development life cycle,Knowledge of software development life cycle,Knowledge of software development life cycle
Knowledge,Knowledge of Object-Relational Mapping frameworks,Knowledge of Object-Relational Mapping frameworks,Knowledge of Object-Relational Mapping frameworks
Knowledge,Experience with Agile and Scrum development methodologies,Experience with Agile and Scrum development methodologies,Experience with Agile and Scrum development methodologies
Ability,Independent and team work abilities.,Independent and team work abilities.,Independent and team work abilities.
Knowledge,"Operating systems (Linux, Windows, OS X)","Operating systems (Linux, Windows, OS X)","Operating systems (Linux, Windows, OS X)"
Other,Devices,Devices,Devices
Knowledge,Browsers,Browsers,Browsers
Knowledge,Variable loads,Variable loads,Variable loads
Knowledge,Manual workflow testing,Manual workflow testing,Manual workflow testing
Other,Bug anticipation,Bug anticipation,Bug anticipation
Skill,Problem investigation,Problem investigation,Problem investigation
Knowledge,Log files,Log files,Log files
Knowledge,Automated tests,Automated tests,Automated tests
Knowledge,Scripts,Scripts,Scripts
Knowledge,User-level automated tools,User-level automated tools,User-level automated tools
Knowledge,Test plan,Test plan,Test plan
Other,Test spectrum,Test spectrum,Test spectrum
Knowledge,Non-functional testing,Non-functional testing,Non-functional testing
Knowledge,UAT (User Acceptance Testing),UAT (User Acceptance Testing),UAT (User Acceptance Testing)
Other,Payment/e-commerce industry,Payment/e-commerce industry,Payment/e-commerce industry
Knowledge,"Modern scripting languages (JavaScript, Python)","Modern scripting languages (JavaScript, Python)","Modern scripting languages (JavaScript, Python)"
Knowledge,Defect documentation,Defect documentation,Defect documentation
Other,BS degree in Computer Science or related technical field,BS degree in Computer Science or related technical field,BS degree in Computer Science or related technical field
Knowledge,Production environment experience at high scale,Production environment experience at high scale,Production environment experience at high scale
Other,"Emphasis on availability, latency, and healthy customer experience","Emphasis on availability, latency, and healthy customer experience","Emphasis on availability, latency, and healthy customer experience"
Knowledge,Experience with Exadata Database Machine Infrastructure,Experience with Exadata Database Machine Infrastructure,Experience with Exadata Database Machine Infrastructure
Skill,Systematic problem-solving approach,Systematic problem-solving approach,Systematic problem-solving approach
Ability,Strong sense of ownership and drive,Strong sense of ownership and drive,Strong sense of ownership and drive
Knowledge,Understanding of large-scale distributed systems,Understanding of large-scale distributed systems,Understanding of large-scale distributed systems
Knowledge,Software development skills,Software development skills,Software development skills
Knowledge,"Scripting languages (Shell, Python)","Scripting languages (Shell, Python)","Scripting languages (Shell, Python)"
Knowledge,DevOps tools and practices,DevOps tools and practices,DevOps tools and practices
Knowledge,CICD tools,CICD tools,CICD tools
Knowledge,Agile software development methodologies,Agile software development methodologies,Agile software development methodologies
Knowledge,"Public cloud experience (Oracle Cloud Infrastructure, AWS, Azure, GCP)","Public cloud experience (Oracle Cloud Infrastructure, AWS, Azure, GCP)","Public cloud experience (Oracle Cloud Infrastructure, AWS, Azure, GCP)"
Knowledge,Building and managing Linux OS systems,Building and managing Linux OS systems,Building and managing Linux OS systems
Knowledge,"Understanding of Linux kernel (IO, Network)","Understanding of Linux kernel (IO, Network)","Understanding of Linux kernel (IO, Network)"
Skill,Ability to read and understand source code,Ability to read and understand source code,Ability to read and understand source code
Knowledge,"Building and managing Virtualized systems (KVM, OVM, Containers/Docker)","Building and managing Virtualized systems (KVM, OVM, Containers/Docker)","Building and managing Virtualized systems (KVM, OVM, Containers/Docker)"
Knowledge,Software performance analysis,Software performance analysis,Software performance analysis
Knowledge,System tuning.,System tuning.,System tuning.
Knowledge,Knowledge of data engineering,Knowledge of data engineering,Knowledge of data engineering
Knowledge,"Familiarity with SQL, NoSQL, and other databases","Familiarity with SQL, NoSQL, and other databases","Familiarity with SQL, NoSQL, and other databases"
Knowledge,Understanding of cloud deployment,Understanding of cloud deployment,Understanding of cloud deployment
Other,Experience in coding or teaching-related roles,Experience in coding or teaching-related roles,Experience in coding or teaching-related roles
Knowledge,"Proficiency in Python, pandas, NumPy, and scikit-learn","Proficiency in Python, pandas, NumPy, and scikit-learn","Proficiency in Python, pandas, NumPy, and scikit-learn"
Skill,Experience in teaching or mentoring,Experience in teaching or mentoring,Experience in teaching or mentoring
Other,Industry experience in data science or programming,Industry experience in data science or programming,Industry experience in data science or programming
Other,Excitement for teaching adult students,Excitement for teaching adult students,Excitement for teaching adult students
Other,Ability to challenge and support learners,Ability to challenge and support learners,Ability to challenge and support learners
Other,Openness to diversity and inclusion,Openness to diversity and inclusion,Openness to diversity and inclusion
Other,Willingness to work remotely,Willingness to work remotely,Willingness to work remotely
Other,Passion for data science and technology.,Passion for data science and technology.,Passion for data science and technology.
Knowledge,Workflow development,Workflow development,Workflow development
Knowledge,Mental healthcare knowledge,Mental healthcare knowledge,Mental healthcare knowledge
Other,Strong opinions,Strong opinions,Strong opinions
Knowledge,Tailwind CSS,Tailwind CSS,Tailwind CSS
Knowledge,Prisma ORM,Prisma ORM,Prisma ORM
Knowledge,Mobile app development.,Mobile app development.,Mobile app development.
Ability,Takes initiative,Takes initiative,Takes initiative
Ability,Scrappiness in getting things done,Scrappiness in getting things done,Scrappiness in getting things done
Skill,Partnering with managers,Partnering with managers,Partnering with managers
Other,Experience with full spectrum of activities involved in building and scaling growth of product teams,Experience with full spectrum of activities involved in building and scaling growth of product teams,Experience with full spectrum of activities involved in building and scaling growth of product teams
Knowledge,Experience with product development,Experience with product development,Experience with product development
Other,Experience with engineering,Experience with engineering,Experience with engineering
Skill,Experience with customers,Experience with customers,Experience with customers
Skill,Experience with sales,Experience with sales,Experience with sales
Other,Experience with professional services,Experience with professional services,Experience with professional services
Skill,Experience with building and leading teams,Experience with building and leading teams,Experience with building and leading teams
Skill,Experience with managing employees,Experience with managing employees,Experience with managing employees
Ability,Gathering and providing candid feedback,Gathering and providing candid feedback,Gathering and providing candid feedback
Skill,Mentoring and coaching individuals,Mentoring and coaching individuals,Mentoring and coaching individuals
Skill,Delegating tasks appropriately,Delegating tasks appropriately,Delegating tasks appropriately
Other,Instilling best practices for software development,Instilling best practices for software development,Instilling best practices for software development
Other,Assuring designs meet requirements,Assuring designs meet requirements,Assuring designs meet requirements
Skill,Delivering high-quality work on timely schedules,Delivering high-quality work on timely schedules,Delivering high-quality work on timely schedules
Skill,Driving planning meetings,Driving planning meetings,Driving planning meetings
Skill,Collaborating with peers,Collaborating with peers,Collaborating with peers
Skill,Prioritizing features,Prioritizing features,Prioritizing features
Ability,Working with a sense of urgency,Working with a sense of urgency,Working with a sense of urgency
Other,Developing scalable and robust SaaS and PaaS solutions,Developing scalable and robust SaaS and PaaS solutions,Developing scalable and robust SaaS and PaaS solutions
Other,Working directly with global clients,Working directly with global clients,Working directly with global clients
Knowledge,"Understanding of SDLC principles, architecture, and operations","Understanding of SDLC principles, architecture, and operations","Understanding of SDLC principles, architecture, and operations"
Knowledge,"Skilled with modern development technologies: HTML, CSS, ES6, React, and Typescript","Skilled with modern development technologies: HTML, CSS, ES6, React, and Typescript","Skilled with modern development technologies: HTML, CSS, ES6, React, and Typescript"
Other,"Passion for setting standard methodologies and raising the bar for systems design, testing, code quality, and maintainability","Passion for setting standard methodologies and raising the bar for systems design, testing, code quality, and maintainability","Passion for setting standard methodologies and raising the bar for systems design, testing, code quality, and maintainability"
Knowledge,"Experience with CICD concepts and solutions: Gitlab, Jenkins, Spinnaker, Github","Experience with CICD concepts and solutions: Gitlab, Jenkins, Spinnaker, Github","Experience with CICD concepts and solutions: Gitlab, Jenkins, Spinnaker, Github"
Knowledge,"Knowledge of varying deployment strategies: Blue/Green, Canary, Progressive Delivery","Knowledge of varying deployment strategies: Blue/Green, Canary, Progressive Delivery","Knowledge of varying deployment strategies: Blue/Green, Canary, Progressive Delivery"
Knowledge,Familiarity with containerized applications and Kubernetes,Familiarity with containerized applications and Kubernetes,Familiarity with containerized applications and Kubernetes
Skill,Ability to troubleshoot and resolve issues related to infrastructure and deployments,Ability to troubleshoot and resolve issues related to infrastructure and deployments,Ability to troubleshoot and resolve issues related to infrastructure and deployments
Knowledge,"Experience with cloud infrastructure, specifically AWS or other cloud providers","Experience with cloud infrastructure, specifically AWS or other cloud providers","Experience with cloud infrastructure, specifically AWS or other cloud providers"
Other,Desire to try new things and work with a wide range of technologies,Desire to try new things and work with a wide range of technologies,Desire to try new things and work with a wide range of technologies
Skill,Ability to work in a team environment,Ability to work in a team environment,Ability to work in a team environment
Other,Passion for transforming the real estate industry and improving customer experience,Passion for transforming the real estate industry and improving customer experience,Passion for transforming the real estate industry and improving customer experience
Other,Commitment to equity and belonging in the workplace,Commitment to equity and belonging in the workplace,Commitment to equity and belonging in the workplace
Ability,Innovative mindset and ability to drive change,Innovative mindset and ability to drive change,Innovative mindset and ability to drive change
Ability,"Flexibility and adaptability in a fast-paced, constantly evolving environment.","Flexibility and adaptability in a fast-paced, constantly evolving environment.","Flexibility and adaptability in a fast-paced, constantly evolving environment."
