Label,Text,Standard text,Desc
Knowledge,Security Threats,Security Strategy,Security Strategy
Knowledge,Security technologies,Security technologies,Security technologies
Knowledge,Support for security technologies,Security technologies,Security technologies
Knowledge,Self-learning Systems,Self-learning Systems,Design and develop self-learning systems using reinforcement learning and evolutionary learning techniques
Knowledge,Semiconductor design knowledge,Semiconductor design knowledge,Semiconductor design knowledge
Knowledge,Server-side development,Server-side development,Server-side development
Knowledge,Server-side programming,Server-side programming,Server-side programming
Knowledge,Server-side technologies,Server-side technologies,Server-side technologies
Knowledge,Serverless compute,Serverless compute,Serverless compute
Knowledge,Serverless.com,Serverless.com,Serverless.com
Knowledge,Servers & storage,Servers & storage,Servers & storage
Knowledge,Service Broker servers,Service Broker servers,Service Broker servers
Knowledge,Service Level Management,Service Level Management,"Plan, monitor and manage service provisions for the achievement of agreed service level targets"
Knowledge,SIEM,SIEM,SIEM
Knowledge,SIEM tools,SIEM,SIEM tools
Knowledge,SIEM utilization,SIEM,SIEM
Knowledge,Single page app design,Single Page Application,Single Page Application
Knowledge,Single Page Application,Single Page Application,Single Page Application
Knowledge,"Design tools proficiency (Adobe Creative Suite, Sketch, Figma)",Sketch,"Design tools proficiency (Adobe Creative Suite, Sketch, Figma)"
Knowledge,Sketch,Sketch,Sketch
Knowledge,SOC1,SOC1,SOC1
Knowledge,SOC2,SOC2,SOC2
Knowledge,Social media marketing,Social media marketing,Social media marketing
Knowledge,"Knowledge of software applications, operating systems, and hardware components",Software applications,"Knowledge of software applications, operating systems, and hardware components"
Knowledge,Software architecture best practices knowledge,Software architecture,Software architecture best practices knowledge
Knowledge,Software architecture skills,Software architecture,Software architecture skills
Knowledge,Installation and configuration of software and hardware,Software configuration,Software configuration
Knowledge,Software configuration,Software configuration,"Configure software products and apply scripts and automation tools to integrate and deploy software releases to various platforms and operating environments. This includes subsequent modifications to software configuration, based on outcomes of systems and/or configuration tests"
Knowledge,Software design,Software design,"Create and refine the overall plan for the design of software, including the design of functional specifications starting from the defined business requirements as well as the consideration and incorporation of various controls, functionality and interoperability of different elements into a design blueprint or model which describes the overall architecture in hardware, software, databases, and third party frameworks that the software will use or interact with"
Knowledge,Software design knowledge,Software design,Software design
Knowledge,Software development,Software development,Software development
Knowledge,Software development experience,Software development,Software development
Knowledge,Software development planning skills,Software development,Software development planning skills
Knowledge,System development,Software development,Software development
Knowledge,Software development life cycle,Software development life cycle,Software development life cycle
Knowledge,Software development lifecycle,Software development lifecycle,Software development lifecycle
Knowledge,Software Engineering,Software Engineering,Software Engineering
Knowledge,Software engineering,Software engineering,Software engineering
Knowledge,Software testing,Software testing,"Assess and test the overall effectiveness and performance of an application, involving the setting up of suitable testing conditions, definition of test cases and/or technical criteria"
Knowledge,Architectural consultation,Solution architecture,Solution architecture
Knowledge,Solution architecture,Solution architecture,"Design or refine a solution blueprint or structure to guide the development of IT solutions in hardware, software, processes or related components, to meet current and future business needs. The solution architecture developed may lead to broad or specific changes to IT services, operating models and processes, and should provide a framework to guide the development and modification of solutions"
Knowledge,Solution design,Solution design,Solution design
Knowledge,SPA experience,SPA experience,SPA experience
Knowledge,Spring Boot,Spring Boot,Spring Boot
Knowledge,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go",SQL,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go"
Knowledge,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go (9+ years)",SQL,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go (9+ years)"
Knowledge,Expert SQL knowledge,SQL,SQL
Knowledge,SQL,SQL,SQL
Knowledge,"MySQL, PostgreSQL, Oracle, SQL Server proficiency",SQL Server,"MySQL, PostgreSQL, Oracle, SQL Server proficiency"
Knowledge,Oracle and SQL Server systems,SQL Server,Oracle and SQL Server systems
Knowledge,SQL Server,SQL Server,SQL Server
Knowledge,SQL writing,SQL writing,SQL writing
Knowledge,SQL Writing,SQL writing,SQL writing
Knowledge,SSRS,SSRS,SSRS
Knowledge,IT and business stakeholder management,Stakeholder Management,Stakeholder Management
Knowledge,Stakeholder Management,Stakeholder Management,"Manage stakeholder expectations and needs by aligning those with requirements and objectives of the organisation. This involves planning of actions to effectively communicate with, negotiate with and influence stakeholders"
Knowledge,Stakeholder management,Stakeholder Management,Stakeholder Management
Knowledge,Startup experience,Startup experience,Startup experience
Knowledge,State diagrams and transitions,State diagrams and transitions,State diagrams and transitions
Knowledge,Storage,Storage,Storage
Knowledge,Stored procedures,Stored procedures,Stored procedures
Knowledge,STP,STP,STP
Knowledge,Strategic planning,Strategic planning,Strategic planning
Knowledge,Strategy development,Strategy development,Strategy development
Knowledge,Implementation plans,Strategy Implementation,Strategy Implementation
Knowledge,Strategy Implementation,Strategy Implementation,Execute and implement operational and tactical-level action plans in alignment with the organisation's business strategies
Knowledge,Strategy planning,Strategy planning,Develop organisational strategies and policies by analysing the impact of internal and external influencing factors and seeking consultation from relevant stakeholders
Knowledge,Partner supplier management,Supplier management,Supplier management
Knowledge,Supplier management,Supplier management,Supplier management
Knowledge,Vendor and supplier management,Supplier management,Supplier management
Knowledge,Deep understanding of supply chain functions,Supply chain functions,Comprehension
Knowledge,Sustainability management,Sustainability management,"Plan, develop and roll out of an organisation-wide sustainability strategy. This includes the assessment of the organisation's utilisation and/or consumption of energy and other resources, vis-a-vis the availability and stability of supply sources and external best practices and standards in sustainability. This also includes the on-going monitoring and tracking of energy and/or resource-consumption over time, to identify impact on the organisation's internal and external environment as well as potential improvements in energy- or resourceefficiency."
Knowledge,Swift programming,Swift,Swift programming
Knowledge,Switches,Switches,Switches
Knowledge,System architecture,System architecture,System architecture
Knowledge,System configuration review,System configuration review,System configuration review
Knowledge,System integration,System integration,"Develop and implement a roadmap and specific integration solutions to facilitate integration of various ICT components and optimise inter-operability of systems and their interfaces. This includes the integration of various architectural components such as networks, servers, system platforms and their interfaces"
Knowledge,Systems,Systems,Systems
Knowledge,Systems administration,Systems administration,Systems administration
Knowledge,Systems architecture,Systems architecture,Systems architecture
Knowledge,Systems design,Systems design,"Design systems to meet specified business and user requirements that are compatible with established system architectures, as well as organisational and performance standards"
Knowledge,Systems development methods,Systems development methods,Systems development methods
Knowledge,Systems protection,Systems protection,Systems protection
Knowledge,Systems thinking,Systems thinking,"Understand complexity of cause-and-effect relationships of systems and processes across the organisation, as well as evaluate systems based on the value-creation and contribution to specific issues"
Knowledge,Tableau familiarity,Tableau,Tableau familiarity
Knowledge,Talent acquisition,Talent acquisition,Talent acquisition
Knowledge,Tax Business proficiency,Tax Business proficiency,Tax Business proficiency
Knowledge,Technical documentation,Technical documentation,Technical documentation
Knowledge,Technical know-how,Technical know-how,Technical know-how
Knowledge,Technical knowledge,Technical know-how,Technical know-how
Knowledge,Technical process knowledge,Technical process knowledge,Technical process knowledge
Knowledge,Knowledge of sales techniques,Technical sales support,Technical sales support
Knowledge,Sales techniques,Technical sales support,Technical sales support
Knowledge,Technical Sales Support,Technical Sales Support,"Develop preliminary technical solutions, proposal or initial prototypes to address customers' needs. This includes analysis and diagnosis of customers' technical requirements, design of proof of concept, and delivery of product demonstrations and/or customisation samples as part of broader end-to-end solution to customers"
Knowledge,Technical specifications,Technical specifications,Technical specifications
Knowledge,Technical standards,Technical standards,Technical standards
Knowledge,New technology recommendation,Technology improvement identification,Technology improvement identification
Knowledge,Technology improvement identification,Technology improvement identification,Technology improvement identification
Knowledge,Technology refresh planning,Technology refresh planning,Technology refresh planning
Knowledge,Technology standards,Technology standards,Technology standards
Knowledge,Telco software development,Telco software development,Telco software development
Knowledge,Telecom industry knowledge,Telecom industry knowledge,Telecom industry knowledge
Knowledge,Experience in Terraform,Terraform,Experience in Terraform
Knowledge,Terraform,Terraform,Terraform
Knowledge,Test planning,Test planning,"Develop a test strategy and systematic test procedures to verify and ensure that a product, system or technical solution meets its design specifications as well as the performance, load and volume levels set out. This includes the ability to define when different requirements will be verified across the product life stages, the tools used to perform the test, the data and/or resources needed to conduct the tests and testware in test cases, test scripts, test reports and test plans required"
Knowledge,Test scenario creation,Test scenario creation,Test scenario creation
Knowledge,Test-driven development,Test-driven development,Test-driven development
Knowledge,Testability,Testability,Testability
Knowledge,Testing,Testing,Testing
Knowledge,Testing and validation,Testing,Testing
Knowledge,Text Analytics and Processing,Text Analytics and Processing,"Identify, extract and analyse text data using text analytics solutions to discover themes, patterns and trends"
Knowledge,Third-party platform evaluation,Third-party platform evaluation,Third-party platform evaluation
Knowledge,Threat analysis,Threat Analysis and Defence,Threat Analysis and Defence
Knowledge,Threat Analysis and Defence,Threat Analysis and Defence,"Enable and conduct analysis of malicious threats, to examine their characteristics, behaviours, capabilities, intent and interactions with the environment as well as the development of defence and mitigation strategies and techniques to effectively combat such threats"
Knowledge,Intrusion detection and prevention systems,Threat Intelligence and Detection,Threat Intelligence and Detection
Knowledge,Threat Intelligence and Detection,Threat Intelligence and Detection,"Monitor intelligence-gathering and anticipate potential threats to an ICT system proactively. This involves the pre-emptive analysis of potential perpetrators, anomalous activities and evidence-based knowledge and inferences on perpetrators' motivations and tactics"
Knowledge,Threat management,Threat management,Threat management
Knowledge,Training and awareness,Training and awareness,Training and awareness
Knowledge,Training identification,Training identification,Training identification
Knowledge,Translating business requirements to technical specifications,Translating business requirements to technical specifications,Translating business requirements to technical specifications
Knowledge,Translation of technical concepts to non-technical stakeholders,Translation of technical concepts to non-technical stakeholders,Translation of technical concepts to non-technical stakeholders
Knowledge,Troubleshooting/repair,Troubleshooting/repair,Troubleshooting/repair
Knowledge,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go",Typescript,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go"
Knowledge,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go (9+ years)",Typescript,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go (9+ years)"
Knowledge,TypeScript,TypeScript,TypeScript
Knowledge,Typescript,TypeScript,TypeScript
Knowledge,Knowledge of user interface design,UI Design,UI Design
Knowledge,UI design,UI design,UI design
Knowledge,UI testing,UI testing,UI testing
Knowledge,UML,UML,UML
Knowledge,Unit testing,Unit testing,Unit testing
Knowledge,Upgrade strategies,Upgrade strategies,Upgrade strategies
Knowledge,Usability testing,Usability testing,Usability testing
Knowledge,User experience (UX),User experience design,User experience (UX)
Knowledge,User Experience (UX) Design,User experience design,User Experience (UX) Design
Knowledge,User experience design,User experience design,"Conceptualise, project and make enhancement of the user's interaction and engagement with an IT product and/or service based on a robust analysis and understanding of the product and/or service's performance vis-a-vis the user's desired experience and outcomes. This involves creating wire frames to adequately guide and inform subsequent planning and development processes, and making enhancements to optimise the user's experience of the product and/or service"
Knowledge,User experience design.,User experience design,User experience design.
Knowledge,User interface (UI),User experience design,User interface (UI)
Knowledge,UX design,User experience design,UX design
Knowledge,User interface design,User interface design,"Design user interfaces for machines and software, incorporating visual, technical and functional elements that facilitate ease of access, understanding and usage. This would involve adding, removing, modifying or enhancing elements to make the user's interaction with the product as seamless as possible"
Knowledge,User Interface Design,User interface design,User Interface Design
Knowledge,User interface development,User interface development,User interface development
Knowledge,User Testing and Usability Testing,User Testing and Usability Testing,"Conduct and manage user tests to validate the feasibility of design, evaluate its functionality and ease of use as part of a user-centred design process"
Knowledge,User-centered design,User-centered design,User-centered design
Knowledge,User-centered design principles,User-centered design,User-centered design principles
Knowledge,Vagrant,Vagrant,Vagrant
Knowledge,Vendor management,Vendor management,"Manage vendor relationships by ensuring performance as per contracts, operations within standards established by the organisation such as adherence to safety, security, and compliance standards"
Knowledge,Source/version control,Version control,"Version control (Git, Bitbucket)"
Knowledge,Virtualization,Virtualization,Virtualization
Knowledge,Virtualization planning,Virtualization,Virtualization
Knowledge,Visio,Visio,Visio
Knowledge,Visual design,Visual design,Visual design
Knowledge,VMware,VMware,VMware
Knowledge,Vormetric,Vormetric,Vormetric
Knowledge,VPN,VPN,VPN
Knowledge,VTP,VTP,VTP
Knowledge,Knowledge of vulnerability assessment tools,Vulnerability Management,Vulnerability Management
Knowledge,Knowledge of vulnerability management processes,Vulnerability Management,Vulnerability Management
Knowledge,Security Vulnerabilities,Vulnerability Management,Vulnerability Management
Knowledge,Vulnerability assessment,Vulnerability Management,Vulnerability Management
Knowledge,Vulnerability Management,Vulnerability Management,Vulnerability Management
Knowledge,Vulnerability management,Vulnerability Management,Vulnerability Management
Knowledge,WAF,WAF,WAF
Knowledge,"WAN (QoS, routing)","WAN (QoS, routing)","WAN (QoS, routing)"
Knowledge,WAN Optimization,WAN Optimization,WAN Optimization
Knowledge,LAN/WAN/Security design,WAN Security design,LAN/WAN/Security design
Knowledge,WCF,WCF,WCF
Knowledge,Web applications,Web applications,Web applications
Knowledge,Web Design,Web design,Web Design
Knowledge,Web design,Web design,Web design
Knowledge,Web services,Web services,Web services
Knowledge,Web-based applications,Web-based applications,Web-based applications
Knowledge,Knowledge in pneumatics hydraulic mechanics electronics industrial automation resistance welding Yaskawa robots and CNC,Welding,Knowledge in pneumatics hydraulic mechanics electronics industrial automation resistance welding Yaskawa robots and CNC
Knowledge,WinCC,WinCC,WinCC
Knowledge,WLAN (wireless),WLAN (wireless),WLAN (wireless)
Knowledge,WordPress,WordPress,WordPress
Knowledge,Workflow management skills,Workflow management skills,Workflow management skills
Knowledge,Workforce management knowledge.,Workforce management knowledge.,Workforce management knowledge.
Knowledge,WPF,WPF,WPF
Knowledge,XML,XML,XML
Knowledge,Knowledge in pneumatics hydraulic mechanics electronics industrial automation resistance welding Yaskawa robots and CNC,Yaskawa robots,Knowledge in pneumatics hydraulic mechanics electronics industrial automation resistance welding Yaskawa robots and CNC
Knowledge,"Network technologies (Masergy SDWAN, Zayo MAN (UK), Meraki Wireless, Juniper SRX Firewalls, Pulse VPN (Zscaler ZPA), Zscaler ZIA GRE tunnels)",Zayo MAN,"Network technologies (Masergy SDWAN, Zayo MAN (UK), Meraki Wireless, Juniper SRX Firewalls, Pulse VPN (Zscaler ZPA), Zscaler ZIA GRE tunnels)"
Knowledge,Zscaler,Zscaler,Zscaler
Knowledge,"Network technologies (Masergy SDWAN, Zayo MAN (UK), Meraki Wireless, Juniper SRX Firewalls, Pulse VPN (Zscaler ZPA), Zscaler ZIA GRE tunnels)",Zscaler ZIA GRE,"Network technologies (Masergy SDWAN, Zayo MAN (UK), Meraki Wireless, Juniper SRX Firewalls, Pulse VPN (Zscaler ZPA), Zscaler ZIA GRE tunnels)"
Other,5-8 years of relevant work experience,5-8 years of relevant work experience,5-8 years of relevant work experience
Other,"AAA (ACS, ISE)","AAA (ACS, ISE)","AAA (ACS, ISE)"
Other,Abilities,Abilities,Abilities
Other,Ability to bring one's whole self to work,Ability to bring one's whole self to work,Ability to bring one's whole self to work
Other,Ability to drive vulnerability remediation,Ability to drive vulnerability remediation,Ability to drive vulnerability remediation
Other,Ability to maintain one's best self,Ability to maintain one's best self,Ability to maintain one's best self
Other,Ability to prioritize and triage vulnerabilities,Ability to prioritize and triage vulnerabilities,Ability to prioritize and triage vulnerabilities
Other,Ability to work with AZ business areas and suppliers,Ability to work with AZ business areas and suppliers,Ability to work with AZ business areas and suppliers
Other,Access to cutting-edge cybersecurity tools and technologies,Access to cutting-edge cybersecurity tools and technologies,Access to cutting-edge cybersecurity tools and technologies
Other,Accessibility (W3C and WCAG 2.1 AA),Accessibility (W3C and WCAG 2.1 AA),Accessibility (W3C and WCAG 2.1 AA)
Other,Accommodation,Accommodation,Accommodation
Other,Accuracy checking and confirmation of work performed,Accuracy checking and confirmation of work performed,Accuracy checking and confirmation of work performed
Other,ACLs,ACLs,ACLs
Other,"Advanced technical and business knowledge in software development life cycle, quality assurance, and project management.","Advanced technical and business knowledge in software development life cycle, quality assurance, and project management.","Advanced technical and business knowledge in software development life cycle, quality assurance, and project management."
Other,Advanced training delivery,Advanced training delivery,Advanced training delivery
Other,Advice,Advice,Advice
Other,Advocacy for agility,Advocacy for agility,Advocacy for agility
Other,Aesthetics,Aesthetics,Aesthetics
Other,Affirmative action,Affirmative action,Affirmative action
Other,After-hour work,After-hour work,After-hour work
Other,Ambition,Ambition,Ambition
Other,Application security experience,Application security experience,Application security experience
Other,Applications,Applications,Applications
Other,Architectural guidance,Architectural guidance,Architectural guidance
Other,Architectural methodologies,Architectural methodologies,Architectural methodologies
Other,Architecture community,Architecture community,Architecture community
Other,Aspiration,Aspiration,Aspiration
Other,Asset classification models,Asset classification models,Asset classification models
Other,Attendance,Attendance,Attendance
Other,Automation,Automation,Automation
Other,Automation skills,Automation skills,Automation skills
Other,"Experience with AWS, GCP, Microsoft Azure, or other cloud services",AWS,"Experience with AWS, GCP, Microsoft Azure, or other cloud services"
Other,"Experience with AWS, GCP, Microsoft Azure, or other cloud services",Azure,"Experience with AWS, GCP, Microsoft Azure, or other cloud services"
Other,Bachelor's degree,Bachelor's Degree,Bachelor's degree
Other,"Bachelor's degree in Computer Science, Information Technology, Cybersecurity, or related field","Bachelor's degree in Computer Science, Information Technology, Cybersecurity, or related field","Bachelor's degree in Computer Science, Information Technology, Cybersecurity, or related field"
Other,Bachelor's or Master's degree,Bachelor's or Master's degree,Bachelor's or Master's degree
Other,Bachelor's/University degree,Bachelor's/University degree,Bachelor's/University degree
Other,Behavioral Competencies:,Behavioral Competencies:,Behavioral Competencies:
Other,Benefits,Benefits,Benefits
Other,Best practice documentation,Best practice documentation,Best practice documentation
Other,Best practices,Best practices,Best practices
Other,"Big data stack component experience (Hadoop, Spark, Kafka, Nifi)","Big data stack component experience (Hadoop, Spark, Kafka, Nifi)","Big data stack component experience (Hadoop, Spark, Kafka, Nifi)"
Other,Big data technology stack knowledge,Big data technology stack knowledge,Big data technology stack knowledge
Other,Bonus eligibility,Bonus eligibility,Bonus eligibility
Other,Building Inclusivity,Building Inclusivity,"Collaborate with stakeholders from different backgrounds or with different abilities, including diversity dimensions such as race, ethnicity, religion, gender orientation, age, physical and learning ability, education, socio-economic status and political belief, to understand the interests of diverse groups and build an inclusive work environment"
Other,Business alignment,Business alignment,Business alignment
Other,Captures,Captures,Captures
Other,Career development,Career development,Career development
Other,Career growth,Career growth,Career growth
Other,Career opportunities,Career opportunities,Career opportunities
Other,Cell phone support,Cell phone support,Cell phone support
Other,Certificate Management,Certificate Management,Certificate Management
Other,Certification,Certification,Certification
Other,Certification attainment skills,Certification,Certification
Other,Change control,Change control,Change control
Other,Charging-as-a-Service platform,Charging-as-a-Service platform,Charging-as-a-Service platform
Other,Citizenship and immigration compliance.,Citizenship and immigration compliance.,Citizenship and immigration compliance.
Other,ClickHouse experience,ClickHouse experience,ClickHouse experience
Other,Client-facing,Client-facing,Client-facing
Other,"Experience with AWS, GCP, Microsoft Azure, or other cloud services",Cloud computing,"Experience with AWS, GCP, Microsoft Azure, or other cloud services"
Other,Cloud services knowledge (AWS and Azure),Cloud services knowledge (AWS and Azure),Cloud services knowledge (AWS and Azure)
Other,CMS (e.g,CMS (e.g,CMS (e.g
Other,"Collaboration with Product Managers, Program Managers, and stakeholders","Collaboration with Product Managers, Program Managers, and stakeholders","Collaboration with Product Managers, Program Managers, and stakeholders"
Other,Color,Color,Color
Other,Comfortable being oneself at work,Comfortable being oneself at work,Comfortable being oneself at work
Other,Community building,Community building,Community building
Other,Community service,Community service,Community service
Other,Competitive compensation,Competitive compensation,Competitive compensation
Other,Competitive salary,Competitive salary,Competitive salary
Other,Competitive salary package,Competitive salary package,Competitive salary package
Other,Comprehensive benefit plans,Comprehensive benefit plans,Comprehensive benefit plans
Other,Comprehensive benefits knowledge,Comprehensive benefits knowledge,Comprehensive benefits knowledge
Other,Conference participation,Conference participation,Conference participation
Other,Construction and commissioning experience,Construction and commissioning experience,Construction and commissioning experience
Other,Consumer electronics,Consumer electronics,Consumer electronics
Other,Container security,Container security,Container security
Other,Controls,Controls,Controls
Other,Controls health,Controls health,Controls health
Other,Corporate architecture initiatives,Corporate architecture initiatives,Corporate architecture initiatives
Other,Corporate culture,Corporate culture,Corporate culture
Other,Cost management,Cost management,Cost management
Other,Cost reduction,Cost reduction,Cost reduction
Other,COTS evaluation and management,COTS evaluation and management,COTS evaluation and management
Other,Countermeasures,Countermeasures,Countermeasures
Other,Course design participation,Course design participation,Course design participation
Other,"Creation of detailed engineering plans, processes, and procedures","Creation of detailed engineering plans, processes, and procedures","Creation of detailed engineering plans, processes, and procedures"
Other,Cross,Cross,Cross
Other,Cross-company projects,Cross-company projects,Cross-company projects
Other,CSR Commitment,CSR Commitment,CSR Commitment
Other,Cultural diversity appreciation,Cultural diversity appreciation,Cultural diversity appreciation
Other,Customer love,Customer love,Customer love
Other,Customer perspective,Customer perspective,Customer perspective
Other,Customer satisfaction,Customer satisfaction,Customer satisfaction
Other,Cyber,Cyber,Cyber
Other,Data center design proficiency,Data center design proficiency,Data center design proficiency
Other,Definition and communication of objectives related to customer satisfaction,Definition and communication of objectives related to customer satisfaction,Definition and communication of objectives related to customer satisfaction
Other,Deliverables:,Deliverables:,Deliverables:
Other,Design and implementation abilities,Design and implementation abilities,Design and implementation abilities
Other,Desire,Desire,Desire
Other,Display advertising,Display advertising,Display advertising
Other,Diversity,Diversity,Diversity
Other,Diversity support.,Diversity,Diversity
Other,Diversity and inclusion,Diversity and inclusion,Diversity and inclusion
Other,Diversity and Inclusion,Diversity and Inclusion,Diversity and Inclusion
Other,Diversity and inclusion programs,Diversity and inclusion programs,Diversity and inclusion programs
Other,Documentation,Documentation,Documentation
Other,Domain expertise,Domain expertise,Domain expertise
Other,Dynamic team,Dynamic team,Dynamic team
Other,Elective benefits,Elective benefits,Elective benefits
Other,Email deliverability,Email deliverability,Email deliverability
Other,Email marketing,Email marketing,Email marketing
Other,Emergency/Disaster planning expertise,Emergency/Disaster planning expertise,Emergency/Disaster planning expertise
Other,Employee incentive programs,Employee incentive programs,Employee incentive programs
Other,Employee rewards,Employee rewards,Employee rewards
Other,Empowerment,Empowerment,Empowerment
Other,Engineering talent,Engineering talent,Engineering talent
Other,Environment planning knowledge,Environment planning knowledge,Environment planning knowledge
Other,"Environment, Social and Governance (ESG)","Environment, Social and Governance (ESG)","Environment, Social and Governance (ESG)"
Other,Equal employment opportunity,Equal employment opportunity,Equal employment opportunity
Other,Equal opportunity,Equal opportunity,Equal opportunity
Other,Equal opportunity employer,Equal opportunity employer,Equal opportunity employer
Other,Equality,Equality,Equality
Other,Equity,Equity,Equity
Other,Equity in the company,Equity in the company,Equity in the company
Other,Ethnicity,Ethnicity,Ethnicity
Other,Exceptional solutions,Exceptional solutions,Exceptional solutions
Other,Experience and advanced education in Electrical Engineering,Experience and advanced education in Electrical Engineering,Experience and advanced education in Electrical Engineering
Other,Experience with data ingestion and normalization,Experience with data ingestion and normalization,Experience with data ingestion and normalization
Other,Experience with impact assessments,Experience with impact assessments,Experience with impact assessments
Other,Expert knowledge,Expert knowledge,Expert knowledge
Other,Expertise in physical infrastructure and support systems for IT and IT related equipment,Expertise in physical infrastructure and support systems for IT and IT related equipment,Expertise in physical infrastructure and support systems for IT and IT related equipment
Other,Fair employment practices,Fair employment practices,Fair employment practices
Other,Fair Work Environment,Fair Work Environment,Fair Work Environment
Other,Family leave,Family leave,Family leave
Other,Fast-paced environment,Fast-paced environment,Fast-paced environment
Other,Federal Law in Mexico LFPDPPP,Federal Law in Mexico LFPDPPP,Federal Law in Mexico LFPDPPP
Other,Feedback,Feedback,Feedback
Other,"Financial management for team (budget, accruals, invoices, forecasts)","Financial management for team (budget, accruals, invoices, forecasts)","Financial management for team (budget, accruals, invoices, forecasts)"
Other,Financial services knowledge,Financial services knowledge,Financial services knowledge
Other,Finding balance between enabling and securing,Finding balance between enabling and securing,Finding balance between enabling and securing
Other,Flexible benefits,Flexible benefits,Flexible benefits
Other,Flexible working arrangements,Flexible working arrangements,Flexible working arrangements
Other,Focus on employee well-being,Focus on employee well-being,Focus on employee well-being
Other,Fortune 100 client management experience,Fortune 100 client management experience,Fortune 100 client management experience
Other,Frameworks,Frameworks,Frameworks
Other,Friendly demeanor,Friendly demeanor,Friendly demeanor
Other,Fun,Fun,Fun
Other,Functional Competencies/ Skills:,Functional Competencies/ Skills:,Functional Competencies/ Skills:
Other,Functionality,Functionality,Functionality
Other,"Experience with AWS, GCP, Microsoft Azure, or other cloud services",GCP,"Experience with AWS, GCP, Microsoft Azure, or other cloud services"
Other,Gender,Gender,Gender
Other,Generations,Generations,Generations
Other,Global and regional IT and vendor management,Global and regional IT and vendor management,Global and regional IT and vendor management
Other,Global brand consistency,Global brand consistency,Global brand consistency
Other,Global diversity,Global diversity,Global diversity
Other,HA and DR database solutions,HA and DR database solutions,HA and DR database solutions
Other,Headspace app subscription,Headspace app subscription,Headspace app subscription
Other,Health care plan,Health care plan,Health care plan
Other,Health insurance,Health insurance,Health insurance
Other,Healthcare insurance,Healthcare insurance,Healthcare insurance
Other,"Hiring, training, and supervision of engineering team members","Hiring, training, and supervision of engineering team members","Hiring, training, and supervision of engineering team members"
Other,Hybrid work model,Hybrid work model,Hybrid work model
Other,Inclusive culture,Inclusive culture,Inclusive culture
Other,Inclusivity,Inclusivity,Inclusivity
Other,Independence,Independence,Independence
Other,Individual differences,Individual differences,Individual differences
Other,Industry conferences,Industry conferences,Industry conferences
Other,Industry diversity,Industry diversity,Industry diversity
Other,Industry Leading Practices,Industry Leading Practices,Industry Leading Practices
Other,Information Services processes,Information Services processes,Information Services processes
Other,Information Systems process domains,Information Systems process domains,Information Systems process domains
Other,Innovation,Innovation,Innovation
Other,Installation,Installation,Installation
Other,Integrating transformations,Integrating transformations,Integrating transformations
Other,Integration,Integration,Integration
Other,Intelligence,Intelligence,Intelligence
Other,Internal Talent Marketplace,Internal Talent Marketplace,Internal Talent Marketplace
Other,Inventory Manager,Inventory Manager,Inventory Manager
Other,IT and development language proficiency,IT and development language proficiency,IT and development language proficiency
Other,IT and security specialist collaboration,IT and security specialist collaboration,IT and security specialist collaboration
Other,Knowledge,Knowledge,Knowledge
Other,Knowledge of daily weekly monthly and yearly activities and responsibilities,Knowledge of daily weekly monthly and yearly activities and responsibilities,Knowledge of daily weekly monthly and yearly activities and responsibilities
Other,Knowledge of end user services and technologies,Knowledge of end user services and technologies,Knowledge of end user services and technologies
Other,Knowledge sharing forum participation,Knowledge sharing forum participation,Knowledge sharing forum participation
Other,Law benefits,Law benefits,Law benefits
Other,"Lean, agile, and domain driven engineering environment","Lean, agile, and domain driven engineering environment","Lean, agile, and domain driven engineering environment"
Other,Learning and development opportunities,Learning and development opportunities,Learning and development opportunities
Other,Learning opportunities,Learning opportunities,Learning opportunities
Other,Legal and logistical assistance,Legal and logistical assistance,Legal and logistical assistance
Other,LGBTQ+,LGBTQ+,LGBTQ+
Other,Life insurance,Life insurance,Life insurance
Other,LinkedIn Learning access,LinkedIn Learning access,LinkedIn Learning access
Other,Living in Mexico City,Living in Mexico City,Living in Mexico City
Other,Load balancers,Load balancers,Load balancers
Other,Maintenance,Maintenance,Maintenance
Other,Major medical expenses,Major medical expenses,Major medical expenses
Other,Managed Instances,Managed Instances,Managed Instances
Other,Master's degree,Master's degree,Master's degree
Other,Master's degree (considered a plus),Master's degree (considered a plus),Master's degree (considered a plus)
Other,Master's degree in Computer Science,Master's degree in Computer Science,Master's degree in Computer Science
Other,Master's degree in Cyber Security,Master's degree in Cyber Security,Master's degree in Cyber Security
Other,Mechanical Engineering experience,Mechanical Engineering experience,Mechanical Engineering experience
Other,Mental and physical wellbeing,Mental and physical wellbeing,Mental and physical wellbeing
Other,Mental Health Days Off,Mental Health Days Off,Mental Health Days Off
